,Unnamed: 0,section-id,file-id,url,heading,Codes with >= 2 votes,abstracted_heading
5061,139,5062,449,https://github.com/justmarkham/DAT8,### Class 1: Introduction to Data Science,-,### Class @abstr_number : Introduction to Data Science
5062,140,5063,449,https://github.com/justmarkham/DAT8,### Class 2: Command Line and Version Control,-,### Class @abstr_number : Command Line and Version Control
5063,141,5064,449,https://github.com/justmarkham/DAT8,### Class 3: Data Reading and Cleaning,-,### Class @abstr_number : Data Reading and Cleaning
5064,142,5065,449,https://github.com/justmarkham/DAT8,### Class 4: Exploratory Data Analysis,-,### Class @abstr_number : Exploratory Data Analysis
5065,143,5066,449,https://github.com/justmarkham/DAT8,### Class 5: Visualization,-,### Class @abstr_number : Visualization
5066,144,5067,449,https://github.com/justmarkham/DAT8,### Class 6: Machine Learning,-,### Class @abstr_number : Machine Learning
5067,145,5068,449,https://github.com/justmarkham/DAT8,### Class 7: Getting Data,-,### Class @abstr_number : Getting Data
5068,146,5069,449,https://github.com/justmarkham/DAT8,### Class 8: K-Nearest Neighbors,-,### Class @abstr_number : K-Nearest Neighbors
5069,147,5070,449,https://github.com/justmarkham/DAT8,### Class 9: Basic Model Evaluation,-,### Class @abstr_number : Basic Model Evaluation
5070,148,5071,449,https://github.com/justmarkham/DAT8,### Class 10: Linear Regression,-,### Class @abstr_number : Linear Regression
5071,149,5072,449,https://github.com/justmarkham/DAT8,### Class 11: First Project Presentation,-,### Class @abstr_number : First Project Presentation
5072,150,5073,449,https://github.com/justmarkham/DAT8,### Class 12: Logistic Regression,-,### Class @abstr_number : Logistic Regression
5073,151,5074,449,https://github.com/justmarkham/DAT8,### Class 13: Advanced Model Evaluation,-,### Class @abstr_number : Advanced Model Evaluation
5074,152,5075,449,https://github.com/justmarkham/DAT8,### Class 14: Naive Bayes and Text Data,-,### Class @abstr_number : Naive Bayes and Text Data
5075,153,5076,449,https://github.com/justmarkham/DAT8,### Class 15: Natural Language Processing,-,### Class @abstr_number : Natural Language Processing
5076,154,5077,449,https://github.com/justmarkham/DAT8,### Class 16: Kaggle Competition,-,### Class @abstr_number : Kaggle Competition
5077,155,5078,449,https://github.com/justmarkham/DAT8,### Class 17: Decision Trees,-,### Class @abstr_number : Decision Trees
5078,156,5079,449,https://github.com/justmarkham/DAT8,### Class 18: Ensembling,-,### Class @abstr_number : Ensembling
5079,157,5080,449,https://github.com/justmarkham/DAT8,### Class 19: Advanced scikit-learn and Clustering,-,### Class @abstr_number : Advanced scikit-learn and Clustering
5080,158,5081,449,https://github.com/justmarkham/DAT8,### Class 20: Regularization and Regular Expressions,-,### Class @abstr_number : Regularization and Regular Expressions
5081,159,5082,449,https://github.com/justmarkham/DAT8,### Class 21: Course Review and Final Project Presentation,-,### Class @abstr_number : Course Review and Final Project Presentation
5082,160,5083,449,https://github.com/justmarkham/DAT8,### Class 22: Final Project Presentation,-,### Class @abstr_number : Final Project Presentation
5083,161,5084,449,https://github.com/justmarkham/DAT8,## Additional Resources,-,## Additional Resources
5084,162,5085,449,https://github.com/justmarkham/DAT8,### Tidy Data,-,### Tidy Data
5085,163,5086,449,https://github.com/justmarkham/DAT8,### Databases and SQL,-,### Databases and SQL
5086,164,5087,449,https://github.com/justmarkham/DAT8,### Recommendation Systems,-,### Recommendation Systems
5087,165,5088,450,https://github.com/MicrosoftDocs/live-share,# Visual Studio Live Share Docs & Feedback,16,# Visual Studio Live Share Docs & Feedback
5088,166,5089,450,https://github.com/MicrosoftDocs/live-share,## Quickstarts,67,## Quickstarts
5089,167,5090,450,https://github.com/MicrosoftDocs/live-share,## How-tos,367,## How-tos
5090,168,5091,450,https://github.com/MicrosoftDocs/live-share,## Reference,6,## Reference
5091,169,5092,450,https://github.com/MicrosoftDocs/live-share,## Resources,6,## Resources
5092,170,5093,450,https://github.com/MicrosoftDocs/live-share,## Community-created content,6,## Community-created content
5093,171,5094,450,https://github.com/MicrosoftDocs/live-share,## Download and install Visual Studio Live Share,3,## Download and install Visual Studio Live Share
5094,172,5095,450,https://github.com/MicrosoftDocs/live-share,## Contributing & Feedback,67,## Contributing & Feedback
5095,173,5096,450,https://github.com/MicrosoftDocs/live-share,## License,5,## License
5096,174,5097,451,https://github.com/Attendize/Attendize,# Attendize,136,# Attendize
5097,175,5098,451,https://github.com/Attendize/Attendize,## Current Features (v2.X.X),1,## Current Features (v @abstr_number .X.X)
5098,176,5099,451,https://github.com/Attendize/Attendize,## Minimum Requirements,3,## Minimum Requirements
5099,177,5100,451,https://github.com/Attendize/Attendize,## Contributing,7,## Contributing
5100,178,5101,451,https://github.com/Attendize/Attendize,## Submitting an issue,6,## Submitting an issue
5101,179,5102,451,https://github.com/Attendize/Attendize,## Installation,36,## Installation
5102,180,5103,451,https://github.com/Attendize/Attendize,## Testing,3,## Testing
5103,181,5104,451,https://github.com/Attendize/Attendize,"# If the testing db does not exist yet, please create it",8,"# If the testing db does not exist yet, please create it"
5104,182,5105,451,https://github.com/Attendize/Attendize,# Run the test suite,8,# Run the test suite
5105,183,5106,451,https://github.com/Attendize/Attendize,## Troubleshooting,36,## Troubleshooting
5106,184,5107,451,https://github.com/Attendize/Attendize,## License,5,## License
5107,185,5108,451,https://github.com/Attendize/Attendize,## Code of Conduct,5,## Code of Conduct
5108,186,5109,452,https://github.com/voat/voat,# Quick Status Updates,14,# Quick Status Updates
5109,187,5110,452,https://github.com/voat/voat,# Voat Branch for .NET Core Port (With the PostgreSQL Branch Merged),14,# Voat Branch for .NET Core Port (With the PostgreSQL Branch Merged)
5110,188,5111,453,https://github.com/groupon/greenscreen,# Greenscreen,1,# Greenscreen
5111,189,5112,453,https://github.com/groupon/greenscreen,## How to Use,3,## How to Use
5112,190,5113,453,https://github.com/groupon/greenscreen,### Home,3,### Home
5113,191,5114,453,https://github.com/groupon/greenscreen,### Channels,3,### Channels
5114,192,5115,453,https://github.com/groupon/greenscreen,### Chromecasts,3,### Chromecasts
5115,193,5116,453,https://github.com/groupon/greenscreen,### Alerts,3,### Alerts
5116,194,5117,453,https://github.com/groupon/greenscreen,### Channel Takeover,3,### Channel Takeover
5117,195,5118,453,https://github.com/groupon/greenscreen,## Getting Started: Local,3,## Getting Started: Local
5118,196,5119,453,https://github.com/groupon/greenscreen,### Installing dependencies,3,### Installing dependencies
5119,197,5120,453,https://github.com/groupon/greenscreen,### Registering your Application,3,### Registering your Application
5120,198,5121,453,https://github.com/groupon/greenscreen,### Registering your Chromecasts,3,### Registering your Chromecasts
5121,199,5122,453,https://github.com/groupon/greenscreen,### Setting up your Chromecasts,3,### Setting up your Chromecasts
5122,200,5123,453,https://github.com/groupon/greenscreen,### Application Config,3,### Application Config
5123,201,5124,453,https://github.com/groupon/greenscreen,### Starting the Server,3,### Starting the Server
5124,202,5125,453,https://github.com/groupon/greenscreen,## Developing,3,## Developing
5125,203,5126,453,https://github.com/groupon/greenscreen,## Tests,3,## Tests
5126,204,5127,453,https://github.com/groupon/greenscreen,## Known Issues,3,## Known Issues
5127,205,5128,453,https://github.com/groupon/greenscreen,## Troubleshooting,3,## Troubleshooting
5128,206,5129,453,https://github.com/groupon/greenscreen,## Security,3,## Security
5129,207,5130,453,https://github.com/groupon/greenscreen,"#### Good luck, and happy casting! :)",8,"#### Good luck, and happy casting! :)"
5130,208,5131,454,https://github.com/sysown/proxysql,### Installation,3,### Installation
5131,209,5132,454,https://github.com/sysown/proxysql,#### Ubuntu / Debian:,3,#### Ubuntu / Debian:
5132,210,5133,454,https://github.com/sysown/proxysql,#### Red Hat / CentOS:,3,#### Red Hat / CentOS:
5133,211,5134,454,https://github.com/sysown/proxysql,#### Amazon Linux Servers (AMI):,3,#### Amazon Linux Servers (AMI):
5134,212,5135,454,https://github.com/sysown/proxysql,### Service management,3,### Service management
5135,213,5136,454,https://github.com/sysown/proxysql,#### Starting ProxySQL:,3,#### Starting ProxySQL:
5136,214,5137,454,https://github.com/sysown/proxysql,#### Stopping ProxySQL:,3,#### Stopping ProxySQL:
5137,215,5138,454,https://github.com/sysown/proxysql,#### Restarting ProxySQL:,3,#### Restarting ProxySQL:
5138,216,5139,454,https://github.com/sysown/proxysql,#### Reinitializing ProxySQL from the config file (after first startup the DB file is used instead of the config file):,3,#### Reinitializing ProxySQL from the config file (after first startup the DB file is used instead of the config file):
5139,217,5140,454,https://github.com/sysown/proxysql,# If you are using the init script run:,8,# If you are using the init script run:
5140,218,5141,454,https://github.com/sysown/proxysql,# or,8,# or
5141,219,5142,454,https://github.com/sysown/proxysql,# If you are using the systemd unit file run:,8,# If you are using the systemd unit file run:
5142,220,5143,454,https://github.com/sysown/proxysql,# or,8,# or
5143,221,5144,454,https://github.com/sysown/proxysql,### Upgrades,3,### Upgrades
5144,222,5145,454,https://github.com/sysown/proxysql,### How to check the ProxySQL version,3,### How to check the ProxySQL version
5145,223,5146,454,https://github.com/sysown/proxysql,### Configuring ProxySQL via the `admin interface`,3,### Configuring ProxySQL via the `admin interface`
5146,224,5147,454,https://github.com/sysown/proxysql,#### Configuring ProxySQL through the admin interface,3,#### Configuring ProxySQL through the admin interface
5147,225,5148,454,https://github.com/sysown/proxysql,#### Configuring ProxySQL through the config file,3,#### Configuring ProxySQL through the config file
5148,226,5149,455,https://github.com/EasyIME/PIME,# PIME,135,# PIME
5149,227,5150,455,https://github.com/EasyIME/PIME,# Development,3,# Development
5150,228,5151,455,https://github.com/EasyIME/PIME,## Tool Requirements,3,## Tool Requirements
5151,229,5152,455,https://github.com/EasyIME/PIME,## How to Build,3,## How to Build
5152,230,5153,455,https://github.com/EasyIME/PIME,## TSF References,6,## TSF References
5153,231,5154,455,https://github.com/EasyIME/PIME,## Windows ACL (Access Control List) references,6,## Windows ACL (Access Control List) references
5154,232,5155,455,https://github.com/EasyIME/PIME,# Install,3,# Install
5155,233,5156,455,https://github.com/EasyIME/PIME,# Uninstall,3,# Uninstall
5156,234,5157,455,https://github.com/EasyIME/PIME,# Bug Report,6,# Bug Report
5157,235,5158,456,https://github.com/fontsource/fontsource,# Fontsource,16,# Fontsource
5158,236,5159,456,https://github.com/fontsource/fontsource,##,12,# #
5159,237,5160,456,https://github.com/fontsource/fontsource,## API,6,## API
5160,238,5161,456,https://github.com/fontsource/fontsource,## Migrating from previous versions,6,## Migrating from previous versions
5161,239,5162,456,https://github.com/fontsource/fontsource,## Adding New Fonts,37,## Adding New Fonts
5162,240,5163,456,https://github.com/fontsource/fontsource,## Licensing,5,## Licensing
5163,241,5164,456,https://github.com/fontsource/fontsource,## Other Notes,7,## Other Notes
5164,242,5165,457,https://github.com/pagekit/vue-resource,# vue-resource [![Build](https://circleci.com/gh/pagekit/vue-resource.svg?style=shield)](https://circleci.com/gh/pagekit/vue-resource) [![Downloads](https://img.shields.io/npm/dm/vue-resource.svg)](https://www.npmjs.com/package/vue-resource) [![jsdelivr](https://data.jsdelivr.com/v1/package/npm/vue-resource/badge?style=rounded)](https://www.jsdelivr.com/package/npm/vue-resource) [![Version](https://img.shields.io/npm/v/vue-resource.svg)](https://www.npmjs.com/package/vue-resource) [![License](https://img.shields.io/npm/l/vue-resource.svg)](https://www.npmjs.com/package/vue-resource),1,# vue-resource @abstr_hyperlink @abstr_hyperlink @abstr_hyperlink @abstr_hyperlink @abstr_hyperlink
5165,243,5166,457,https://github.com/pagekit/vue-resource,## Features,1,## Features
5166,244,5167,457,https://github.com/pagekit/vue-resource,## Installation,3,## Installation
5167,245,5168,457,https://github.com/pagekit/vue-resource,### CDN,36,### CDN
5168,246,5169,457,https://github.com/pagekit/vue-resource,## Example,3,## Example
5169,247,5170,457,https://github.com/pagekit/vue-resource,## Documentation,6,## Documentation
5170,248,5171,457,https://github.com/pagekit/vue-resource,## Changelog,4,## Changelog
5171,249,5172,457,https://github.com/pagekit/vue-resource,## Contribution,7,## Contribution
5172,250,5173,457,https://github.com/pagekit/vue-resource,## License,5,## License
5173,251,5174,458,https://github.com/watson-developer-cloud/python-sdk,# Watson Developer Cloud Python SDK,1,# Watson Developer Cloud Python SDK
5174,252,5175,458,https://github.com/watson-developer-cloud/python-sdk,## Deprecated builds,4,## Deprecated builds
5175,253,5176,458,https://github.com/watson-developer-cloud/python-sdk,## Announcements,4,## Announcements
5176,254,5177,458,https://github.com/watson-developer-cloud/python-sdk,### Natural Language Classifier deprecation,46,### Natural Language Classifier deprecation
5177,255,5178,458,https://github.com/watson-developer-cloud/python-sdk,### Updating endpoint URLs from watsonplatform.net,46,### Updating endpoint URLs from watsonplatform.net
5178,256,5179,458,https://github.com/watson-developer-cloud/python-sdk,### Personality Insights deprecation,46,### Personality Insights deprecation
5179,257,5180,458,https://github.com/watson-developer-cloud/python-sdk,### Visual Recognition deprecation,4,### Visual Recognition deprecation
5180,258,5181,458,https://github.com/watson-developer-cloud/python-sdk,### Compare and Comply deprecation,46,### Compare and Comply deprecation
5181,259,5182,458,https://github.com/watson-developer-cloud/python-sdk,## Before you begin,3,## Before you begin
5182,260,5183,458,https://github.com/watson-developer-cloud/python-sdk,## Installation,3,## Installation
5183,261,5184,458,https://github.com/watson-developer-cloud/python-sdk,## Examples,36,## Examples
5184,262,5185,458,https://github.com/watson-developer-cloud/python-sdk,## Running in IBM Cloud,3,## Running in IBM Cloud
5185,263,5186,458,https://github.com/watson-developer-cloud/python-sdk,## Authentication,3,## Authentication
5186,264,5187,458,https://github.com/watson-developer-cloud/python-sdk,### Getting credentials,3,### Getting credentials
5187,265,5188,458,https://github.com/watson-developer-cloud/python-sdk,### Supplying credentials,3,### Supplying credentials
5188,266,5189,458,https://github.com/watson-developer-cloud/python-sdk,#### Credential file,3,#### Credential file
5189,267,5190,458,https://github.com/watson-developer-cloud/python-sdk,#### Environment Variables,3,#### Environment Variables
5190,268,5191,458,https://github.com/watson-developer-cloud/python-sdk,#### Manually,3,#### Manually
5191,269,5192,458,https://github.com/watson-developer-cloud/python-sdk,### IAM,3,### IAM
5192,270,5193,458,https://github.com/watson-developer-cloud/python-sdk,#### Supplying the API key,3,#### Supplying the API key
5193,271,5194,458,https://github.com/watson-developer-cloud/python-sdk,"# In the constructor, letting the SDK manage the token",8,"# In the constructor, letting the SDK manage the token"
5194,272,5195,458,https://github.com/watson-developer-cloud/python-sdk,#### Generating bearer tokens using API key,3,#### Generating bearer tokens using API key
5195,273,5196,458,https://github.com/watson-developer-cloud/python-sdk,# In your API endpoint use this to generate new bearer tokens,8,# In your API endpoint use this to generate new bearer tokens
5196,274,5197,458,https://github.com/watson-developer-cloud/python-sdk,##### Supplying the bearer token,3,##### Supplying the bearer token
5197,275,5198,458,https://github.com/watson-developer-cloud/python-sdk,"# in the constructor, assuming control of managing the token",8,"# in the constructor, assuming control of managing the token"
5198,276,5199,458,https://github.com/watson-developer-cloud/python-sdk,### Username and password,3,### Username and password
5199,277,5200,458,https://github.com/watson-developer-cloud/python-sdk,### No Authentication,3,### No Authentication
5200,278,5201,458,https://github.com/watson-developer-cloud/python-sdk,## Python version,3,## Python version
5201,279,5202,458,https://github.com/watson-developer-cloud/python-sdk,## Questions,6,## Questions
5202,280,5203,458,https://github.com/watson-developer-cloud/python-sdk,## Changes for v1.0,4,## Changes for v @abstr_number . @abstr_number
5203,281,5204,458,https://github.com/watson-developer-cloud/python-sdk,## Changes for v2.0,4,## Changes for v @abstr_number . @abstr_number
5204,282,5205,458,https://github.com/watson-developer-cloud/python-sdk,## Changes for v3.0,4,## Changes for v @abstr_number . @abstr_number
5205,283,5206,458,https://github.com/watson-developer-cloud/python-sdk,## Changes for v4.0,4,## Changes for v @abstr_number . @abstr_number
5206,284,5207,458,https://github.com/watson-developer-cloud/python-sdk,## Migration,346,## Migration
5207,285,5208,458,https://github.com/watson-developer-cloud/python-sdk,## Configuring the http client (Supported from v1.1.0),3,## Configuring the http client (Supported from v @abstr_number . @abstr_number . @abstr_number )
5208,286,5209,458,https://github.com/watson-developer-cloud/python-sdk,## Disable SSL certificate verification,3,## Disable SSL certificate verification
5209,287,5210,458,https://github.com/watson-developer-cloud/python-sdk,## Setting the service url,3,## Setting the service url
5210,288,5211,458,https://github.com/watson-developer-cloud/python-sdk,## Sending request headers,3,## Sending request headers
5211,289,5212,458,https://github.com/watson-developer-cloud/python-sdk,## Parsing HTTP response information,3,## Parsing HTTP response information
5212,290,5213,458,https://github.com/watson-developer-cloud/python-sdk,## Getting the transaction ID,3,## Getting the transaction ID
5213,291,5214,458,https://github.com/watson-developer-cloud/python-sdk,### Suceess,3,### Suceess
5214,292,5215,458,https://github.com/watson-developer-cloud/python-sdk,### Failure,3,### Failure
5215,293,5216,458,https://github.com/watson-developer-cloud/python-sdk,## Using Websockets,3,## Using Websockets
5216,294,5217,458,https://github.com/watson-developer-cloud/python-sdk,## Cloud Pak for Data,3,## Cloud Pak for Data
5217,295,5218,458,https://github.com/watson-developer-cloud/python-sdk,"### 1) Supplying the username, password and authentication url",3,"### @abstr_number ) Supplying the username, password and authentication url"
5218,296,5219,458,https://github.com/watson-developer-cloud/python-sdk,### 2) Supplying the access token,3,### @abstr_number ) Supplying the access token
5219,297,5220,458,https://github.com/watson-developer-cloud/python-sdk,## Logging,3,## Logging
5220,298,5221,458,https://github.com/watson-developer-cloud/python-sdk,### Enable logging,3,### Enable logging
5221,299,5222,458,https://github.com/watson-developer-cloud/python-sdk,### Low level request and response dump,3,### Low level request and response dump
5222,300,5223,458,https://github.com/watson-developer-cloud/python-sdk,## Dependencies,3,## Dependencies
5223,301,5224,458,https://github.com/watson-developer-cloud/python-sdk,## Contributing,7,## Contributing
5224,302,5225,458,https://github.com/watson-developer-cloud/python-sdk,## Featured Projects,6,## Featured Projects
5225,303,5226,458,https://github.com/watson-developer-cloud/python-sdk,## License,5,## License
5226,304,5227,459,https://github.com/davidcelis/recommendable,# Recommendable,16,# Recommendable
5227,305,5228,459,https://github.com/davidcelis/recommendable,## Requirements,3,## Requirements
5228,306,5229,459,https://github.com/davidcelis/recommendable,## Installation,3,## Installation
5229,307,5230,459,https://github.com/davidcelis/recommendable,## Usage,3,## Usage
5230,308,5231,459,https://github.com/davidcelis/recommendable,# sidekiq,8,# sidekiq
5231,309,5232,459,https://github.com/davidcelis/recommendable,# resque,8,# resque
5232,310,5233,459,https://github.com/davidcelis/recommendable,# delayed_job,8,# delayed_job
5233,311,5234,459,https://github.com/davidcelis/recommendable,## Installing Redis,3,## Installing Redis
5234,312,5235,459,https://github.com/davidcelis/recommendable,### Mac OS X,3,### Mac OS X
5235,313,5236,459,https://github.com/davidcelis/recommendable,### Linux,3,### Linux
5236,314,5237,459,https://github.com/davidcelis/recommendable,## Why not stars?,2,## Why not stars?
5237,315,5238,459,https://github.com/davidcelis/recommendable,## Links,6,## Links
5238,316,5239,460,https://github.com/invertase/rdash-angular,# RDash rdash-angular,1,# RDash rdash-angular
5239,317,5240,460,https://github.com/invertase/rdash-angular,"## Responsive, bloat free, bootstrap powered admin style dashboard!",1,"## Responsive, bloat free, bootstrap powered admin style dashboard!"
5240,318,5241,460,https://github.com/invertase/rdash-angular,## Usage,3,## Usage
5241,319,5242,460,https://github.com/invertase/rdash-angular,### Requirements,3,### Requirements
5242,320,5243,460,https://github.com/invertase/rdash-angular,### Installation,3,### Installation
5243,321,5244,460,https://github.com/invertase/rdash-angular,### Development,3,### Development
5244,322,5245,460,https://github.com/invertase/rdash-angular,#### Modules & Packages,3,#### Modules & Packages
5245,323,5246,460,https://github.com/invertase/rdash-angular,## Credits,5,## Credits
5246,324,5247,461,https://github.com/thepirat000/Audit.NET,# Audit.NET,1,# Audit.NET
5247,325,5248,461,https://github.com/thepirat000/Audit.NET,### An extensible framework to audit executing operations in .NET and .NET Core.,126,### An extensible framework to audit executing operations in .NET and .NET Core.
5248,326,5249,461,https://github.com/thepirat000/Audit.NET,## [NuGet](https://www.nuget.org/packages/Audit.NET/),3,##  @abstr_hyperlink
5249,327,5250,461,https://github.com/thepirat000/Audit.NET,## Changelog,4,## Changelog
5250,328,5251,461,https://github.com/thepirat000/Audit.NET,"## <span style=""color:red"">Breaking change in version 18</span>",3,## Breaking change in version @abstr_number
5251,329,5252,461,https://github.com/thepirat000/Audit.NET,## Usage,3,## Usage
5252,330,5253,461,https://github.com/thepirat000/Audit.NET,#### AuditScope options,3,#### AuditScope options
5253,331,5254,461,https://github.com/thepirat000/Audit.NET,### Simple logging,3,### Simple logging
5254,332,5255,461,https://github.com/thepirat000/Audit.NET,### Manual Saving,36,### Manual Saving
5255,333,5256,461,https://github.com/thepirat000/Audit.NET,## Asynchronous operations,3,## Asynchronous operations
5256,334,5257,461,https://github.com/thepirat000/Audit.NET,## Output,3,## Output
5257,335,5258,461,https://github.com/thepirat000/Audit.NET,## Output details,3,## Output details
5258,336,5259,461,https://github.com/thepirat000/Audit.NET,## Custom Fields and Comments,3,## Custom Fields and Comments
5259,337,5260,461,https://github.com/thepirat000/Audit.NET,### Extending AuditEvent,3,### Extending AuditEvent
5260,338,5261,461,https://github.com/thepirat000/Audit.NET,## Discard option,3,## Discard option
5261,339,5262,461,https://github.com/thepirat000/Audit.NET,## Data providers,3,## Data providers
5262,340,5263,461,https://github.com/thepirat000/Audit.NET,### Data provider selection,36,### Data provider selection
5263,341,5264,461,https://github.com/thepirat000/Audit.NET,### Dynamic data providers,3,### Dynamic data providers
5264,342,5265,461,https://github.com/thepirat000/Audit.NET,#### Data providers included,3,#### Data providers included
5265,343,5266,461,https://github.com/thepirat000/Audit.NET,## Event Creation Policy,3,## Event Creation Policy
5266,344,5267,461,https://github.com/thepirat000/Audit.NET,## AuditScope statechart,3,## AuditScope statechart
5267,345,5268,461,https://github.com/thepirat000/Audit.NET,# Configuration,3,# Configuration
5268,346,5269,461,https://github.com/thepirat000/Audit.NET,### Data provider,3,### Data provider
5269,347,5270,461,https://github.com/thepirat000/Audit.NET,### Creation Policy,3,### Creation Policy
5270,348,5271,461,https://github.com/thepirat000/Audit.NET,### Custom Actions,3,### Custom Actions
5271,349,5272,461,https://github.com/thepirat000/Audit.NET,### Global switch off,3,### Global switch off
5272,350,5273,461,https://github.com/thepirat000/Audit.NET,### Global serialization settings,3,### Global serialization settings
5273,351,5274,461,https://github.com/thepirat000/Audit.NET,#### Custom serialization mechanism,3,#### Custom serialization mechanism
5274,352,5275,461,https://github.com/thepirat000/Audit.NET,#### Alternative serialization mechanism,3,#### Alternative serialization mechanism
5275,353,5276,461,https://github.com/thepirat000/Audit.NET,## Configuration Fluent API,36,## Configuration Fluent API
5276,354,5277,461,https://github.com/thepirat000/Audit.NET,## Configuration examples,3,## Configuration examples
5277,355,5278,461,https://github.com/thepirat000/Audit.NET,##### File log provider with dynamic directory path and filename:,3,##### File log provider with dynamic directory path and filename:
5278,356,5279,461,https://github.com/thepirat000/Audit.NET,"##### File log provider with an InsertOnStart-ReplaceOnEnd creation policy, and a global custom field set in a custom action:",3,"##### File log provider with an InsertOnStart-ReplaceOnEnd creation policy, and a global custom field set in a custom action:"
5279,357,5280,461,https://github.com/thepirat000/Audit.NET,##### Event log provider with an InsertOnEnd creation policy:,3,##### Event log provider with an InsertOnEnd creation policy:
5280,358,5281,461,https://github.com/thepirat000/Audit.NET,##### Dynamic provider to log to the console:,3,##### Dynamic provider to log to the console:
5281,359,5282,461,https://github.com/thepirat000/Audit.NET,# Extensions,36,# Extensions
5282,360,5283,461,https://github.com/thepirat000/Audit.NET,# Storage providers,36,# Storage providers
5283,361,5284,461,https://github.com/thepirat000/Audit.NET,# Change Log,4,# Change Log
5284,362,5285,461,https://github.com/thepirat000/Audit.NET,# Contribute,7,# Contribute
5285,363,5286,462,https://github.com/braisdom/ObjectiveSql,### Key Features,1,### Key Features
5286,364,5287,462,https://github.com/braisdom/ObjectiveSql,### Why to choose,2,### Why to choose
5287,365,5288,462,https://github.com/braisdom/ObjectiveSql,### Performance(Oracle JMH),2,### Performance(Oracle JMH)
5288,366,5289,462,https://github.com/braisdom/ObjectiveSql,### Installation,3,### Installation
5289,367,5290,462,https://github.com/braisdom/ObjectiveSql,##### IntelliJ IDEA plugin installation,3,##### IntelliJ IDEA plugin installation
5290,368,5291,462,https://github.com/braisdom/ObjectiveSql,##### Maven dependencies,3,##### Maven dependencies
5291,369,5292,462,https://github.com/braisdom/ObjectiveSql,### Examples,36,### Examples
5292,370,5293,462,https://github.com/braisdom/ObjectiveSql,#### Simple SQL programming without coding,3,#### Simple SQL programming without coding
5293,371,5294,462,https://github.com/braisdom/ObjectiveSql,##### Persistence,3,##### Persistence
5294,372,5295,462,https://github.com/braisdom/ObjectiveSql,##### Counting and querying,3,##### Counting and querying
5295,373,5296,462,https://github.com/braisdom/ObjectiveSql,##### Paged querying,3,##### Paged querying
5296,374,5297,462,https://github.com/braisdom/ObjectiveSql,##### Relation querying,3,##### Relation querying
5297,375,5298,462,https://github.com/braisdom/ObjectiveSql,### Complex SQL programming,3,### Complex SQL programming
5298,376,5299,462,https://github.com/braisdom/ObjectiveSql,### Reference documentation,6,### Reference documentation
5299,377,5300,463,https://github.com/PrismLibrary/Prism-Samples-Wpf,# Prism Samples WPF,13,# Prism Samples WPF
5300,378,5301,464,https://github.com/randyrants/sharpkeys,## Project Description,1,## Project Description
5301,379,5302,464,https://github.com/randyrants/sharpkeys,## Call for feedback!,46,## Call for feedback!
5302,380,5303,464,https://github.com/randyrants/sharpkeys,## Original Mission:,12,## Original Mission:
5303,381,5304,464,https://github.com/randyrants/sharpkeys,## Install,3,## Install
5304,382,5305,464,https://github.com/randyrants/sharpkeys,### Manual,3,### Manual
5305,383,5306,464,https://github.com/randyrants/sharpkeys,### winget,3,### winget
5306,384,5307,464,https://github.com/randyrants/sharpkeys,### scoop,3,### scoop
5307,385,5308,464,https://github.com/randyrants/sharpkeys,## How do I use it?  Getting Started,3,## How do I use it? Getting Started
5308,386,5309,464,https://github.com/randyrants/sharpkeys,## Things that SharpKeys _will_ do:,1,## Things that SharpKeys _will_ do:
5309,387,5310,464,https://github.com/randyrants/sharpkeys,## Things that SharpKeys **_will not_** do:,1,## Things that SharpKeys **_will not_** do:
5310,388,5311,464,https://github.com/randyrants/sharpkeys,## Additional FAQ and answers ##,1,## Additional FAQ and answers
5311,389,5312,464,https://github.com/randyrants/sharpkeys,## Existing saved keyboard layouts,6,## Existing saved keyboard layouts
5312,390,5313,464,https://github.com/randyrants/sharpkeys,## Hope for GitHub contributions:,7,## Hope for GitHub contributions:
5313,391,5314,464,https://github.com/randyrants/sharpkeys,## Page for donations:,56,## Page for donations:
5314,392,5315,465,https://github.com/heartcombo/devise,## Table of Contents,8,## Table of Contents
5315,393,5316,465,https://github.com/heartcombo/devise,## Information,1,## Information
5316,394,5317,465,https://github.com/heartcombo/devise,### The Devise wiki,16,### The Devise wiki
5317,395,5318,465,https://github.com/heartcombo/devise,### Bug reports,6,### Bug reports
5318,396,5319,465,https://github.com/heartcombo/devise,### StackOverflow and Mailing List,6,### StackOverflow and Mailing List
5319,397,5320,465,https://github.com/heartcombo/devise,### RDocs,6,### RDocs
5320,398,5321,465,https://github.com/heartcombo/devise,### Example applications,36,### Example applications
5321,399,5322,465,https://github.com/heartcombo/devise,### Extensions,6,### Extensions
5322,400,5323,465,https://github.com/heartcombo/devise,### Contributing,7,### Contributing
5323,401,5324,465,https://github.com/heartcombo/devise,### DEVISE_ORM,3,### DEVISE_ORM
5324,402,5325,465,https://github.com/heartcombo/devise,### BUNDLE_GEMFILE,3,### BUNDLE_GEMFILE
5325,403,5326,465,https://github.com/heartcombo/devise,### Running tests,3,### Running tests
5326,404,5327,465,https://github.com/heartcombo/devise,## Starting with Rails?,6,## Starting with Rails?
5327,405,5328,465,https://github.com/heartcombo/devise,## Getting started,3,## Getting started
5328,406,5329,465,https://github.com/heartcombo/devise,### Controller filters and helpers,3,### Controller filters and helpers
